transaction_id,timestamp,customer_id,merchant_id,device_id,amount,transaction_hour,is_night,new_customer,new_merchant,new_device,velocity_8min,amount_spike,customer_history_count,merchant_history_count,device_history_count,is_fraud
TXN00018705,2025-05-12 03:51:34,C00125,M00813,D08779,82.75,3,1,1,0,1,0,0,0,4,0,0
TXN00018706,2025-05-12 03:55:28,C04425,M00079,D08011,205.35,3,1,1,0,1,0,0,0,5,0,0
TXN00018707,2025-05-12 03:57:02,C00125,M01797,D08779,94.19,3,1,0,0,0,1,0,1,7,1,0
TXN00018708,2025-05-12 04:01:41,C04425,M00887,D08011,1999.01,4,1,0,0,0,1,1,1,25,1,0
TXN00018709,2025-05-12 04:05:08,C04425,M02590,D08011,962.87,4,1,0,0,0,1,1,2,3,2,0
TXN00018710,2025-05-12 04:09:19,C04425,M02355,D08011,79.74,4,1,0,0,0,2,0,3,14,3,0
TXN00018711,2025-05-12 04:15:05,C05725,M02074,D05408,112.3,4,1,1,0,1,0,0,0,8,0,0
TXN00018712,2025-05-12 04:15:10,C04425,M01331,D08011,95.23,4,1,0,1,0,1,0,4,0,4,0
TXN00018713,2025-05-12 04:17:17,C05725,M04185,D05408,289.21,4,1,0,0,0,1,0,1,8,1,0
TXN00018714,2025-05-12 04:18:04,C01073,M02197,D05309,81.53,4,1,0,0,1,0,0,12,9,0,0
TXN00018715,2025-05-12 04:18:49,C04425,M00034,D08754,225.66,4,1,0,0,1,1,0,5,5,0,0
TXN00018716,2025-05-12 04:20:37,C05725,M02278,D04348,212.16,4,1,0,0,1,2,0,2,11,0,0
TXN00018717,2025-05-12 04:22:31,C01073,M00874,D01961,61.4,4,1,0,0,1,1,0,13,12,0,0
TXN00018718,2025-05-12 04:24:07,C05725,M01948,D00388,591.85,4,1,0,0,1,2,1,3,5,0,0
TXN00018719,2025-05-12 04:24:30,C01073,M01060,D06764,54.43,4,1,0,1,0,2,0,14,0,4,0
TXN00018720,2025-05-12 04:30:30,C07116,M00553,D09487,50.18,4,1,0,0,0,0,0,22,8,21,0
TXN00018721,2025-05-12 04:35:45,C07116,M01009,D09487,474.8,4,1,0,0,0,1,1,23,16,22,0
TXN00018722,2025-05-12 05:05:26,C07639,M02032,D03675,159.11,5,1,0,0,0,0,0,11,16,14,0
TXN00018723,2025-05-12 05:08:01,C00684,M01527,D06098,365.03,5,1,0,0,0,0,0,5,11,1,0
TXN00018724,2025-05-12 05:08:15,C07639,M02391,D03675,212.71,5,1,0,0,0,1,1,12,7,15,0
TXN00018725,2025-05-12 05:10:15,C07639,M00450,D03675,148.53,5,1,0,0,0,2,0,13,18,16,0
TXN00018726,2025-05-12 05:10:23,C00684,M02408,D01911,935.58,5,1,0,0,1,1,1,6,2,0,0
TXN00018727,2025-05-12 05:13:02,C07639,M00864,D03675,154.88,5,1,0,0,0,3,0,14,10,17,0
TXN00018728,2025-05-12 05:15:48,C00684,M01364,D01911,377.09,5,1,0,0,0,2,0,7,5,1,0
TXN00018729,2025-05-12 05:15:53,C07639,M03107,D01061,35.4,5,1,0,0,0,3,0,15,6,5,0
TXN00018730,2025-05-12 05:19:45,C00684,M02289,D01719,906.78,5,1,0,0,0,1,1,8,3,2,0
TXN00018731,2025-05-12 05:22:26,C00684,M02062,D01719,45.03,5,1,0,0,0,2,0,9,7,3,0
TXN00018732,2025-05-12 05:24:13,C00684,M01814,D01719,114.21,5,1,0,0,0,2,0,10,1,4,0
TXN00018733,2025-05-12 05:47:51,C07890,M01354,D01788,163.59,5,1,0,0,0,0,0,3,21,5,0
TXN00018734,2025-05-12 05:48:26,C04308,M00033,D00558,73.67,5,1,0,0,0,0,0,8,6,4,0
TXN00018735,2025-05-12 05:50:38,C07890,M01008,D01788,99.85,5,1,0,0,0,1,0,4,11,6,0
TXN00018736,2025-05-12 05:53:23,C04308,M04010,D06049,63.43,5,1,0,1,0,1,0,9,0,7,0
TXN00018737,2025-05-12 05:54:35,CX00400,M03083,D05628,2647.98,5,1,1,0,0,0,1,0,15,1,1
TXN00018738,2025-05-12 05:55:07,C07890,M00749,D01788,34.78,5,1,0,0,0,2,0,5,7,7,0
TXN00018739,2025-05-12 05:55:39,C04308,M00887,D00558,740.91,5,1,0,0,0,2,1,10,26,5,0
TXN00018740,2025-05-12 05:59:06,C07890,M01142,D01788,108.52,5,1,0,0,0,1,0,6,14,8,0
TXN00018741,2025-05-12 06:01:25,CX00400,M03619,D05628,1871.1,6,0,0,0,0,1,1,1,7,2,1
TXN00018742,2025-05-12 06:07:55,CX00400,M01903,D05628,360.25,6,0,0,0,0,1,0,2,8,3,1
TXN00018743,2025-05-12 06:14:26,C06239,M02309,D08015,176.49,6,0,0,0,0,0,0,33,4,29,0
TXN00018744,2025-05-12 06:14:45,CX00400,M01342,D05628,1924.54,6,0,0,0,0,1,0,3,13,4,1
TXN00018745,2025-05-12 06:21:12,C06239,M03111,D08015,121.13,6,0,0,0,0,1,0,34,10,30,0
TXN00018746,2025-05-12 06:25:21,C06239,M01932,D02998,836.24,6,0,0,0,1,1,1,35,8,0,0
TXN00018747,2025-05-12 06:28:01,C05317,M01919,D02666,124.57,6,0,0,0,0,0,0,5,5,5,0
TXN00018748,2025-05-12 06:32:47,C05317,M03046,D02666,404.06,6,0,0,0,0,1,0,6,14,6,0
TXN00018749,2025-05-12 07:00:36,C00142,M02391,D02232,17.93,7,0,0,0,0,0,0,23,8,11,0
TXN00018750,2025-05-12 07:07:23,C00142,M03694,D02232,202.13,7,0,0,0,0,1,0,24,12,12,0
TXN00018751,2025-05-12 07:12:03,C00142,M00233,D02232,47.1,7,0,0,0,0,1,0,25,22,13,0
TXN00018752,2025-05-12 07:21:43,C01386,M01242,D01425,727.84,7,0,0,0,0,0,0,2,6,3,0
TXN00018753,2025-05-12 07:24:21,C01386,M00841,D01425,108.15,7,0,0,1,0,1,0,3,0,4,0
TXN00018754,2025-05-12 07:27:50,C01386,M00940,D01425,138.71,7,0,0,0,0,2,0,4,9,5,0
TXN00018755,2025-05-12 07:34:23,C01386,M03692,D03269,89.25,7,0,0,0,1,1,0,5,14,0,0
TXN00018756,2025-05-12 08:27:37,C08323,M01623,D06933,28.1,8,0,0,0,0,0,0,3,1,3,0
TXN00018757,2025-05-12 08:29:53,C08323,M04033,D06933,132.94,8,0,0,0,0,1,0,4,2,4,0
TXN00018758,2025-05-12 08:33:56,C08323,M02559,D06933,1107.61,8,0,0,0,0,2,1,5,9,5,0
TXN00018759,2025-05-12 08:38:58,C08323,M00299,D06933,90.28,8,0,0,0,0,1,0,6,5,6,0
TXN00018760,2025-05-12 08:44:38,C00852,M00786,D09433,67.75,8,0,0,0,0,0,0,9,1,4,0
TXN00018761,2025-05-12 08:52:41,C00852,M03168,D09433,522.32,8,0,0,0,0,0,1,10,4,5,0
TXN00018762,2025-05-12 09:11:31,C06059,M03255,D02523,342.72,9,0,0,0,0,0,0,15,2,6,0
TXN00018763,2025-05-12 09:15:12,C06059,M00766,D06899,8.22,9,0,0,0,0,1,0,16,1,1,0
TXN00018764,2025-05-12 09:17:20,C06059,M03024,D02523,95.6,9,0,0,0,0,2,0,17,17,7,0
TXN00018765,2025-05-12 09:43:53,C07116,M00014,D09487,499.6,9,0,0,0,0,0,1,24,14,23,0
TXN00018766,2025-05-12 09:46:35,C07116,M00278,D09487,50.49,9,0,0,0,0,1,0,25,15,24,0
TXN00018767,2025-05-12 09:53:17,C02501,M02770,D01444,937.1,9,0,1,0,1,0,1,0,8,0,0
TXN00018768,2025-05-12 09:54:52,C02501,M03024,D08202,234.35,9,0,0,0,0,1,0,1,18,5,0
TXN00018769,2025-05-12 10:29:55,C03260,M01296,D07478,90.02,10,0,0,0,0,0,0,8,11,8,0
TXN00018770,2025-05-12 10:31:14,C08116,M01042,D00983,113.15,10,0,1,0,1,0,0,0,14,0,0
TXN00018771,2025-05-12 10:35:36,C03260,M00877,D07478,205.16,10,0,0,0,0,1,0,9,16,9,0
TXN00018772,2025-05-12 10:36:17,C08116,M01663,D06729,1006.83,10,0,0,0,0,1,1,1,14,2,0
TXN00018773,2025-05-12 10:39:01,C08116,M01168,D02485,882.27,10,0,0,0,1,2,1,2,3,0,0
TXN00018774,2025-05-12 10:56:29,C05762,M03218,D03866,234.49,10,0,0,0,0,0,0,2,5,1,0
TXN00018775,2025-05-12 10:57:34,C04384,M02604,D00712,518.27,10,0,0,0,0,0,0,8,6,6,0
TXN00018776,2025-05-12 11:01:20,C05762,M02126,D03866,204.55,11,0,0,0,0,1,0,3,8,2,0
TXN00018777,2025-05-12 11:03:06,C04384,M01450,D00712,256.36,11,0,0,0,0,1,0,9,2,7,0
TXN00018778,2025-05-12 11:51:34,C06434,M03801,D04093,205.83,11,0,0,0,0,0,0,3,10,3,0
TXN00018779,2025-05-12 11:55:31,C06434,M00553,D04093,51.08,11,0,0,0,0,1,0,4,9,4,0
TXN00018780,2025-05-12 12:08:54,C01932,M03574,D07636,829.22,12,0,1,0,1,0,1,0,15,0,0
TXN00018781,2025-05-12 12:12:04,C01932,M02398,D01295,292.57,12,0,0,0,1,1,0,1,16,0,0
TXN00018782,2025-05-12 12:33:58,C02268,M03627,D07754,136.99,12,0,0,0,1,0,0,2,1,0,0
TXN00018783,2025-05-12 12:36:28,C02268,M02409,D07754,415.15,12,0,0,0,0,1,1,3,10,1,0
TXN00018784,2025-05-12 12:39:54,C02268,M03309,D01244,35.92,12,0,0,0,0,2,0,4,10,2,0
TXN00018785,2025-05-12 12:44:06,C02268,M00051,D07754,297.23,12,0,0,0,0,2,0,5,17,2,0
TXN00018786,2025-05-12 12:45:10,C06958,M01891,D09255,58.66,12,0,0,0,0,0,0,8,2,4,0
TXN00018787,2025-05-12 12:47:47,C06958,M03085,D09255,65.3,12,0,0,0,0,1,0,9,8,5,0
TXN00018788,2025-05-12 13:08:59,CX00454,M00572,D00663,357.57,13,0,1,0,0,0,0,0,2,2,1
TXN00018789,2025-05-12 13:12:50,C04182,M03647,D04726,96.13,13,0,0,0,0,0,0,6,7,5,0
TXN00018790,2025-05-12 13:15:32,C04182,M00846,D04726,81.11,13,0,0,0,0,1,0,7,6,6,0
TXN00018791,2025-05-12 13:21:42,CX00454,M00227,D00663,587.11,13,0,0,0,0,0,0,1,4,3,1
TXN00018792,2025-05-12 13:35:31,CX00454,M01071,D00663,1204.39,13,0,0,0,0,0,1,2,6,4,1
TXN00018793,2025-05-12 14:07:11,C02223,M03707,D07904,21.63,14,0,1,0,1,0,0,0,6,0,0
TXN00018794,2025-05-12 14:11:33,C02223,M03565,D07904,123.74,14,0,0,0,0,1,0,1,8,1,0
TXN00018795,2025-05-12 14:13:26,C05110,M02176,D01333,501.32,14,0,1,0,1,0,0,0,13,0,0
TXN00018796,2025-05-12 14:16:01,C05961,M03365,D07402,369.5,14,0,0,0,0,0,0,10,1,1,0
TXN00018797,2025-05-12 14:16:05,C02223,M01956,D07904,209.63,14,0,0,0,0,1,0,2,11,2,0
TXN00018798,2025-05-12 14:17:35,C05110,M01314,D00876,317.18,14,0,0,0,1,1,0,1,4,0,0
TXN00018799,2025-05-12 14:19:53,C02223,M00605,D07904,48.17,14,0,0,0,0,1,0,3,8,3,0
TXN00018800,2025-05-12 14:20:44,C05961,M03535,D01287,167.88,14,0,0,0,0,1,0,11,3,7,0
TXN00018801,2025-05-12 14:22:46,C05110,M00748,D02472,165.6,14,0,0,0,1,1,0,2,8,0,0
TXN00018802,2025-05-12 14:22:53,C02223,M00522,D07904,506.93,14,0,0,0,0,2,1,4,9,4,0
TXN00018803,2025-05-12 14:23:32,C05961,M03867,D03060,179.31,14,0,0,0,1,2,0,12,8,0,0
TXN00018804,2025-05-12 14:24:45,C05110,M00324,D01333,206.95,14,0,0,0,0,2,0,3,12,1,0
TXN00018805,2025-05-12 14:24:51,C06092,M00433,D08968,12.85,14,0,0,0,0,0,0,20,8,1,0
TXN00018806,2025-05-12 14:28:55,C06092,M02138,D02457,78.71,14,0,0,0,0,1,0,21,6,20,0
TXN00018807,2025-05-12 14:29:29,C05110,M00132,D00876,625.04,14,0,0,0,0,2,1,4,9,1,0
TXN00018808,2025-05-12 14:36:25,C04490,M02861,D09458,86.37,14,0,0,0,0,0,0,45,13,34,0
TXN00018809,2025-05-12 14:36:40,C05331,M03953,D06414,57.75,14,0,1,0,1,0,0,0,13,0,0
TXN00018810,2025-05-12 14:39:20,C04490,M02887,D09458,1974.85,14,0,0,0,0,1,1,46,13,35,0
TXN00018811,2025-05-12 14:39:26,C05331,M00005,D00197,197.57,14,0,0,0,1,1,0,1,11,0,0
TXN00018812,2025-05-12 14:42:25,C04490,M03210,D09458,64.49,14,0,0,0,0,2,0,47,5,36,0
TXN00018813,2025-05-12 14:42:42,C02946,M03855,D04197,818.5,14,0,0,0,0,0,1,3,2,3,0
TXN00018814,2025-05-12 14:42:45,C05331,M02043,D06414,78.91,14,0,0,0,0,2,0,2,8,1,0
TXN00018815,2025-05-12 14:44:39,C02946,M02509,D04197,93.37,14,0,0,0,0,1,0,4,13,4,0
TXN00018816,2025-05-12 14:47:36,C02946,M03014,D02724,90.9,14,0,0,0,0,2,0,5,1,4,0
TXN00018817,2025-05-12 14:55:25,C03198,M02921,D07613,32.37,14,0,0,0,0,0,0,3,14,3,0
TXN00018818,2025-05-12 14:58:35,C03198,M01346,D07613,855.54,14,0,0,0,0,1,1,4,5,4,0
TXN00018819,2025-05-12 15:00:37,C03198,M01047,D07613,35.99,15,0,0,0,0,2,0,5,6,5,0
TXN00018820,2025-05-12 15:03:06,C03198,M00520,D07613,50.14,15,0,0,0,0,3,0,6,8,6,0
TXN00018821,2025-05-12 15:08:41,C03198,M02710,D07613,22.32,15,0,0,0,0,1,0,7,9,7,0
TXN00018822,2025-05-12 15:12:33,C04342,M01354,D02485,183.84,15,0,1,0,0,0,0,0,22,1,0
TXN00018823,2025-05-12 15:16:30,C04342,M00052,D05279,71.67,15,0,0,0,0,1,0,1,1,4,0
TXN00018824,2025-05-12 15:19:17,C04342,M00598,D02485,311.88,15,0,0,0,0,2,0,2,15,2,0
TXN00018825,2025-05-12 16:19:03,C02034,M04042,D08494,114.94,16,0,0,0,0,0,0,23,1,23,0
TXN00018826,2025-05-12 16:22:33,C06700,M01212,D08850,122.32,16,0,0,0,0,0,0,2,12,3,0
TXN00018827,2025-05-12 16:22:41,C02034,M00056,D08494,18.67,16,0,0,0,0,1,0,24,10,24,0
TXN00018828,2025-05-12 16:27:05,C02506,M01339,D09442,95.1,16,0,1,0,1,0,0,0,2,0,0
TXN00018829,2025-05-12 16:27:08,C06700,M00855,D08850,131.2,16,0,0,0,0,1,0,3,9,4,0
TXN00018830,2025-05-12 16:27:50,C02034,M02859,D08494,76.65,16,0,0,0,0,1,0,25,10,25,0
TXN00018831,2025-05-12 16:29:31,C06700,M00631,D08850,101.55,16,0,0,0,0,2,0,4,5,5,0
TXN00018832,2025-05-12 16:35:19,C02506,M03031,D09442,434.14,16,0,0,0,0,0,0,1,6,1,0
TXN00018833,2025-05-12 16:38:52,C02506,M04050,D01701,157.8,16,0,0,0,1,1,0,2,4,0,0
TXN00018834,2025-05-12 16:42:42,C02506,M03582,D09442,706.54,16,0,0,0,0,2,1,3,10,2,0
TXN00018835,2025-05-12 16:47:05,C02506,M03702,D07098,378.52,16,0,0,0,0,1,0,4,3,3,0
TXN00018836,2025-05-12 16:48:27,C01077,M00265,D09419,513.95,16,0,0,0,0,0,0,11,10,5,0
TXN00018837,2025-05-12 16:51:43,C02506,M02862,D01062,143.05,16,0,0,0,1,1,0,5,12,0,0
TXN00018838,2025-05-12 16:52:51,C01077,M03022,D02533,174.27,16,0,0,1,0,1,0,12,0,3,0
TXN00018839,2025-05-12 16:57:25,C01077,M03411,D00903,116.03,16,0,0,0,0,1,0,13,13,8,0
TXN00018840,2025-05-12 17:26:28,C02561,M00207,D05176,154.25,17,0,1,0,1,0,0,0,17,0,0
TXN00018841,2025-05-12 17:28:27,C02561,M03040,D05176,45.76,17,0,0,0,0,1,0,1,5,1,0
TXN00018842,2025-05-12 17:31:36,C02561,M03621,D05176,80.49,17,0,0,0,0,2,0,2,14,2,0
TXN00018843,2025-05-12 17:36:48,C02561,M00599,D05176,110.42,17,0,0,0,0,1,0,3,11,3,0
TXN00018844,2025-05-12 17:40:45,C02561,M01567,D05176,128.91,17,0,0,0,0,1,0,4,4,4,0
TXN00018845,2025-05-12 17:44:43,C02561,M03698,D05176,93.06,17,0,0,0,0,2,0,5,2,5,0
TXN00018846,2025-05-12 17:49:00,C00036,M01117,D02593,107.07,17,0,0,0,0,0,0,12,13,1,0
TXN00018847,2025-05-12 17:53:57,C00036,M00855,D02796,382.26,17,0,0,0,1,1,1,13,10,0,0
TXN00018848,2025-05-12 17:57:12,C08196,M01358,D04953,270.15,17,0,1,0,1,0,0,0,12,0,0
TXN00018849,2025-05-12 18:01:40,C08196,M03806,D09305,62.95,18,0,0,0,1,1,0,1,8,0,0
TXN00018850,2025-05-12 18:11:42,C04747,M02647,D00510,52.73,18,0,0,0,0,0,0,5,11,3,0
TXN00018851,2025-05-12 18:14:50,C04747,M02355,D08989,125.06,18,0,0,0,0,1,0,6,15,2,0
TXN00018852,2025-05-12 18:35:47,C02917,M03345,D08823,59.35,18,0,1,0,1,0,0,0,7,0,0
TXN00018853,2025-05-12 18:38:30,C02466,M00407,D04985,106.81,18,0,0,0,0,0,0,26,14,21,0
TXN00018854,2025-05-12 18:40:40,C02466,M03589,D04985,22.27,18,0,0,1,0,1,0,27,0,22,0
TXN00018855,2025-05-12 18:41:06,C02917,M02947,D08823,166.51,18,0,0,0,0,1,0,1,9,1,0
TXN00018856,2025-05-12 19:30:43,C00750,M00510,D02413,52.77,19,0,1,0,1,0,0,0,8,0,0
TXN00018857,2025-05-12 19:34:15,C00750,M03229,D05593,60.27,19,0,0,0,1,1,0,1,11,0,0
TXN00018858,2025-05-12 19:37:22,C00750,M01084,D02413,56.14,19,0,0,0,0,2,0,2,12,1,0
TXN00018859,2025-05-12 19:53:13,C05360,M00965,D01096,133.43,19,0,1,0,1,0,0,0,7,0,0
TXN00018860,2025-05-12 19:58:59,C05360,M03275,D01096,177.91,19,0,0,0,0,1,0,1,11,1,0
TXN00018861,2025-05-12 19:59:07,C02588,M03867,D03574,116.39,19,0,0,0,0,0,1,4,9,1,0
TXN00018862,2025-05-12 19:59:15,C04277,M03995,D06700,34.56,19,0,0,0,0,0,0,14,1,7,0
TXN00018863,2025-05-12 20:01:32,C02588,M02352,D03574,129.42,20,0,0,0,0,1,0,5,6,2,0
TXN00018864,2025-05-12 20:01:56,C04277,M02288,D06700,17.53,20,0,0,0,0,1,0,15,6,8,0
TXN00018865,2025-05-12 20:04:34,C02588,M00542,D05801,274.98,20,0,0,0,0,2,1,6,16,2,0
TXN00018866,2025-05-12 20:05:13,C04277,M02181,D06356,101.94,20,0,0,0,0,2,0,16,16,4,0
TXN00018867,2025-05-12 20:08:03,C05360,M02879,D01096,205.29,20,0,0,0,0,0,0,2,15,2,0
TXN00018868,2025-05-12 20:12:06,C05360,M02904,D01096,103.26,20,0,0,0,0,1,0,3,17,3,0
TXN00018869,2025-05-12 20:16:12,C05360,M03517,D01096,529.17,20,0,0,0,0,1,1,4,12,4,0
TXN00018870,2025-05-12 20:17:24,C07715,M00798,D03599,106.53,20,0,0,0,0,0,0,23,15,22,0
TXN00018871,2025-05-12 20:20:59,C07715,M01139,D03599,108.42,20,0,0,0,0,1,0,24,5,23,0
TXN00018872,2025-05-12 20:28:46,C07742,M03814,D09460,44.47,20,0,0,0,0,0,0,8,8,9,0
TXN00018873,2025-05-12 20:34:41,C07742,M02991,D09460,335.2,20,0,0,0,0,1,1,9,4,10,0
TXN00018874,2025-05-12 20:53:04,C05412,M01692,D04749,169.28,20,0,0,0,0,0,0,13,6,10,0
TXN00018875,2025-05-12 20:54:33,C05412,M03065,D04749,79.77,20,0,0,0,0,1,0,14,6,11,0
TXN00018876,2025-05-12 20:58:06,C02039,M03972,D01887,54.88,20,0,0,0,0,0,0,4,2,1,0
TXN00018877,2025-05-12 21:01:26,C02039,M02716,D02210,136.79,21,0,0,0,0,1,0,5,3,4,0
TXN00018878,2025-05-12 21:58:47,C01933,M03349,D01477,100.99,21,0,0,0,0,0,0,9,8,4,0
TXN00018879,2025-05-12 22:04:45,C01933,M00619,D01477,141.65,22,0,0,0,0,1,0,10,15,5,0
TXN00018880,2025-05-12 22:50:09,C01223,M00243,D07623,2656.48,22,0,0,0,0,0,1,16,13,13,0
TXN00018881,2025-05-12 22:54:38,C01223,M00890,D07623,701.96,22,0,0,0,0,1,0,17,3,14,0
TXN00018882,2025-05-12 23:00:03,C01223,M02711,D07623,247.86,23,1,0,0,0,1,0,18,6,15,0
TXN00018883,2025-05-12 23:02:21,C01223,M03249,D07623,104.25,23,1,0,0,0,2,0,19,21,16,0
TXN00018884,2025-05-12 23:47:55,C02747,M01944,D09382,91.69,23,1,0,0,0,0,0,9,4,8,0
TXN00018885,2025-05-12 23:51:11,C02747,M03894,D09382,120.66,23,1,0,0,0,1,0,10,14,9,0
TXN00018886,2025-05-12 23:56:38,C02747,M02032,D09382,168.31,23,1,0,0,0,1,0,11,17,10,0
TXN00018887,2025-05-13 00:22:36,C07556,M01923,D02286,52.61,0,1,0,0,0,0,0,3,1,10,0
TXN00018888,2025-05-13 00:25:08,C07556,M01756,D02286,35.59,0,1,0,0,0,1,0,4,4,11,0
TXN00018889,2025-05-13 00:28:58,C07556,M03615,D03317,293.8,0,1,0,0,0,2,1,5,10,11,0
TXN00018890,2025-05-13 00:29:44,C05631,M02730,D07368,303.83,0,1,0,0,0,0,0,17,7,16,0
TXN00018891,2025-05-13 00:33:07,C07556,M02865,D02286,58.96,0,1,0,0,0,2,0,6,16,12,0
TXN00018892,2025-05-13 00:33:21,C05631,M01420,D00402,164.03,0,1,0,0,0,1,0,18,17,13,0
TXN00018893,2025-05-13 00:36:21,C05631,M01388,D07368,97.08,0,1,0,0,0,2,0,19,7,17,0
TXN00018894,2025-05-13 00:44:36,C07153,M02735,D04732,180.64,0,1,0,0,0,0,0,7,7,8,0
TXN00018895,2025-05-13 00:49:31,C07153,M00969,D04732,100.77,0,1,0,0,0,1,0,8,6,9,0
TXN00018896,2025-05-13 00:57:54,C07888,M01586,D09430,94.75,0,1,0,0,0,0,0,18,5,8,0
TXN00018897,2025-05-13 01:02:26,C07888,M00686,D09430,38.93,1,1,0,0,0,1,0,19,7,9,0
TXN00018898,2025-05-13 01:04:38,C07888,M03660,D07529,59.81,1,1,0,0,0,2,0,20,2,11,0
TXN00018899,2025-05-13 01:09:22,C04782,M03460,D01179,186.64,1,1,0,0,0,0,0,24,6,25,0
TXN00018900,2025-05-13 01:09:57,C07888,M00868,D07529,69.04,1,1,0,0,0,2,0,21,4,12,0
TXN00018901,2025-05-13 01:13:27,C04782,M02600,D01179,570.12,1,1,0,0,0,1,1,25,13,26,0
TXN00018902,2025-05-13 01:36:23,CX00057,M01862,D07325,554.22,1,1,1,0,1,0,0,0,11,0,1
TXN00018903,2025-05-13 01:38:20,CX00057,M03685,D07325,250.28,1,1,0,0,0,1,0,1,7,1,1
TXN00018904,2025-05-13 01:40:55,CX00057,M04177,D07325,648.64,1,1,0,0,0,2,0,2,16,2,1
TXN00018905,2025-05-13 01:42:18,C06448,M03908,D01853,85.66,1,1,0,0,0,0,0,2,24,2,0
TXN00018906,2025-05-13 01:42:43,CX00057,M02519,D07325,447.99,1,1,0,0,0,3,0,3,12,3,1
TXN00018907,2025-05-13 01:44:06,C06448,M03716,D01853,134.96,1,1,0,0,0,1,0,3,10,3,0
TXN00018908,2025-05-13 01:44:44,CX00057,M04102,D07325,16597.35,1,1,0,0,0,3,1,4,4,4,1
TXN00018909,2025-05-13 01:48:52,C06356,M00417,D01321,186.51,1,1,1,0,1,0,0,0,12,0,0
TXN00018910,2025-05-13 01:49:40,C02151,M00451,D07303,1059.14,1,1,1,0,1,0,1,0,12,0,0
TXN00018911,2025-05-13 01:52:34,C06356,M02352,D01321,236.95,1,1,0,0,0,1,0,1,7,1,0
TXN00018912,2025-05-13 01:53:52,C02151,M00329,D07303,158.5,1,1,0,0,0,1,0,1,22,1,0
TXN00018913,2025-05-13 02:00:24,C03176,M02181,D06137,38.0,2,1,0,0,0,0,0,15,17,11,0
TXN00018914,2025-05-13 02:04:34,C03176,M01325,D06137,123.81,2,1,0,1,0,1,0,16,0,12,0
TXN00018915,2025-05-13 02:09:52,C03176,M00036,D09297,200.3,2,1,0,0,0,1,0,17,15,2,0
TXN00018916,2025-05-13 02:22:12,C00668,M00281,D01386,53.66,2,1,0,0,0,0,0,2,10,3,0
TXN00018917,2025-05-13 02:25:30,C00668,M01096,D08315,140.89,2,1,0,0,1,1,0,3,12,0,0
TXN00018918,2025-05-13 02:32:13,C04614,M00705,D05164,106.19,2,1,1,0,1,0,0,0,5,0,0
TXN00018919,2025-05-13 02:34:18,C04614,M02769,D05164,67.31,2,1,0,1,0,1,0,1,0,1,0
TXN00018920,2025-05-13 02:55:10,C00858,M00268,D00625,142.22,2,1,0,0,0,0,0,6,4,4,0
TXN00018921,2025-05-13 02:56:52,C00858,M02195,D05063,112.57,2,1,0,0,0,1,0,7,5,4,0
TXN00018922,2025-05-13 02:59:57,C03821,M03211,D01079,75.2,2,1,1,0,0,0,0,0,2,1,0
TXN00018923,2025-05-13 03:00:45,C04149,M01908,D06734,368.62,3,1,0,0,0,0,1,14,7,11,0
TXN00018924,2025-05-13 03:02:09,C03821,M02497,D01079,34.67,3,1,0,0,0,1,0,1,8,2,0
TXN00018925,2025-05-13 03:04:29,C04149,M01932,D06734,380.76,3,1,0,0,0,1,1,15,9,12,0
TXN00018926,2025-05-13 03:05:45,C03821,M02169,D00857,64.25,3,1,0,0,0,2,0,2,2,2,0
TXN00018927,2025-05-13 03:07:15,C04149,M01984,D06734,207.01,3,1,0,0,0,2,0,16,2,13,0
TXN00018928,2025-05-13 03:39:58,C04065,M00173,D04999,255.86,3,1,0,0,0,0,0,5,5,5,0
TXN00018929,2025-05-13 03:46:57,C04065,M01503,D01918,49.19,3,1,0,0,1,1,0,6,9,0,0
TXN00018930,2025-05-13 04:11:34,C06985,M02521,D04571,99.34,4,1,1,0,1,0,0,0,3,0,0
TXN00018931,2025-05-13 04:17:00,C06985,M02789,D04571,27.34,4,1,0,0,0,1,0,1,4,1,0
TXN00018932,2025-05-13 04:21:34,C01842,M03924,D02537,49.36,4,1,1,0,0,0,0,0,14,1,0
TXN00018933,2025-05-13 04:24:50,C01607,M02093,D07353,73.41,4,1,0,0,0,0,0,10,13,10,0
TXN00018934,2025-05-13 04:26:34,C01842,M01276,D02537,218.88,4,1,0,0,0,1,0,1,13,2,0
TXN00018935,2025-05-13 04:26:48,C01607,M02448,D07353,254.56,4,1,0,0,0,1,1,11,6,11,0
TXN00018936,2025-05-13 04:34:12,C01842,M00011,D04677,56.67,4,1,0,0,1,1,0,2,5,0,0
TXN00018937,2025-05-13 04:51:26,C03172,M02188,D03650,2006.03,4,1,1,1,0,0,1,0,0,1,0
TXN00018938,2025-05-13 04:52:12,C00307,M00587,D01097,129.6,4,1,1,0,1,0,0,0,9,0,0
TXN00018939,2025-05-13 04:55:27,C00307,M00675,D01097,42.52,4,1,0,0,0,1,0,1,11,1,0
TXN00018940,2025-05-13 04:56:23,C03172,M03538,D05805,282.37,4,1,0,0,1,1,0,1,10,0,0
TXN00018941,2025-05-13 04:56:35,C06825,M02760,D08146,172.06,4,1,0,0,0,0,0,8,1,7,0
TXN00018942,2025-05-13 04:59:04,C03172,M00070,D03568,123.64,4,1,0,0,0,2,0,2,11,7,0
TXN00018943,2025-05-13 04:59:13,C06825,M02354,D08146,86.32,4,1,0,0,0,1,0,9,5,8,0
